ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_4145,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,NA
ASV_4146,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,NA
ASV_4147,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV_4148,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,NA
ASV_4149,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
ASV_4150,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
ASV_4151,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA
ASV_4152,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
ASV_4153,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_4154,Bacteria,Planctomycetota,Phycisphaerae,NA,NA,NA,NA
ASV_4155,Bacteria,Planctomycetota,Pla4 lineage,NA,NA,NA,NA
ASV_4156,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,NA
ASV_4157,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV_4158,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
ASV_4159,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA
ASV_4160,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA
ASV_4161,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4162,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_4163,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4164,Bacteria,Firmicutes,Clostridia,Thermincolales,Thermincolaceae,Thermincola,NA
ASV_4165,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_4166,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
ASV_4167,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
ASV_4168,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_4169,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_4170,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Alterococcus,NA
ASV_4171,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4172,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV_4173,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
ASV_4174,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_4175,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_4176,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV_4177,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA
ASV_4178,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,NA
ASV_4179,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,NA
ASV_4180,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_4181,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV_4182,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
ASV_4183,Bacteria,Chloroflexi,OLB14,NA,NA,NA,NA
ASV_4184,Bacteria,Acidobacteriota,Blastocatellia,11月24日,NA,NA,NA
ASV_4185,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,NA
ASV_4186,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_4187,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV_4188,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4189,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_4190,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
ASV_4191,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_4192,Bacteria,MBNT15,NA,NA,NA,NA,NA
ASV_4193,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
ASV_4194,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4195,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
ASV_4196,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,NA
ASV_4197,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_4198,Bacteria,Myxococcota,Polyangia,NA,NA,NA,NA
ASV_4199,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_4200,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_4201,Bacteria,MBNT15,NA,NA,NA,NA,NA
ASV_4202,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4203,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,NA
ASV_4204,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4205,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,yanoikuyae
ASV_4206,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_4207,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_4208,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA,NA
ASV_4209,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_4210,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Eubacterium,NA
ASV_4211,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV_4212,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
ASV_4213,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_4214,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
ASV_4215,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4216,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_4217,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG-352,NA
ASV_4218,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,NA
ASV_4219,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_4220,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV_4221,Bacteria,Acidobacteriota,Blastocatellia,11月24日,NA,NA,NA
ASV_4222,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4223,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
ASV_4224,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_4225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,NA,NA
ASV_4226,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA
ASV_4227,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV_4228,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
ASV_4229,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_4230,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_4231,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group,NA
ASV_4232,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV_4233,Bacteria,GAL15,NA,NA,NA,NA,NA
ASV_4234,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-003,NA
ASV_4235,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_4236,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,NA
ASV_4237,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV_4238,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV_4239,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_4240,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,NA
ASV_4241,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4242,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV_4243,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_4244,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV_4245,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV_4246,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Rodentibacter,NA
ASV_4247,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA
ASV_4248,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4249,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV_4250,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_4251,Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,NA
ASV_4252,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,NA
ASV_4253,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV_4254,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Longispora,NA
ASV_4255,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV_4256,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,NA
ASV_4257,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_4258,Bacteria,Elusimicrobiota,Lineage IIc,NA,NA,NA,NA
ASV_4259,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
ASV_4260,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV_4261,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_4262,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,YM_S32_TM7_50_20,NA,NA
ASV_4263,Bacteria,Spirochaetota,NA,NA,NA,NA,NA
ASV_4264,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV_4265,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
ASV_4266,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,Synechococcus IR11,NA
ASV_4267,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_4268,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA,NA
ASV_4269,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_4270,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,NA
ASV_4271,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
ASV_4272,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,NA
ASV_4273,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4274,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV_4275,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
ASV_4276,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4277,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,NA
ASV_4278,Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,NA
ASV_4279,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,NA,NA,NA
ASV_4280,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,NA
ASV_4281,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,eburnea
ASV_4282,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
ASV_4283,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_4284,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA
ASV_4285,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA
ASV_4286,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_4287,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,NA,NA
ASV_4288,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA
ASV_4289,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_4290,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4291,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,NA
ASV_4292,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_4293,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
ASV_4294,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_4295,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4296,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA
ASV_4297,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,NA
ASV_4298,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4299,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_4300,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
ASV_4301,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,NA
ASV_4302,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA
ASV_4303,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,NA
ASV_4304,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_4305,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_4306,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA
ASV_4307,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_4308,Bacteria,Acidobacteriota,Acidobacteriae,GOUTB8,NA,NA,NA
ASV_4309,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,NA
ASV_4310,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_4311,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA
ASV_4312,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_4313,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_4314,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_4315,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV_4316,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4317,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_4318,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV_4319,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,NA
ASV_4320,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
ASV_4321,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4322,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,NA,NA
ASV_4323,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
ASV_4324,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4325,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4326,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_4327,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,NA
ASV_4328,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,NA
ASV_4329,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV_4330,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
ASV_4331,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4332,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4333,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_4334,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 12,NA,NA,NA
ASV_4335,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4336,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_4337,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV_4338,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,NA
ASV_4339,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_4340,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
ASV_4341,Bacteria,Acidobacteriota,Subgroup 20,NA,NA,NA,NA
ASV_4342,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,NA,NA
ASV_4343,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
ASV_4344,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_4345,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_4346,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_4347,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JdFR-76,NA
ASV_4348,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_4349,Bacteria,Acidobacteriota,Acidobacteriae,AKIW659,NA,NA,NA
ASV_4350,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,NA,NA,NA
ASV_4351,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
ASV_4352,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4353,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_4354,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_4355,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA
ASV_4356,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
ASV_4357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,NA
ASV_4358,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV_4359,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
ASV_4360,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV_4361,Bacteria,Myxococcota,Polyangia,mle1-27,NA,NA,NA
ASV_4362,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,NA
ASV_4363,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_4364,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA,NA
ASV_4365,Bacteria,GAL15,NA,NA,NA,NA,NA
ASV_4366,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_4367,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa,NA
ASV_4368,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_4369,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
ASV_4370,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius,NA
ASV_4371,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,Methylomirabilaceae,Candidatus Methylomirabilis,NA
ASV_4372,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_4373,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA
ASV_4374,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
ASV_4375,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_4376,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,NA
ASV_4377,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,NA
ASV_4378,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_4379,Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,NA,NA,NA
ASV_4380,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
ASV_4381,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,NA
ASV_4382,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
ASV_4383,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_4384,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_4385,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_4386,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4387,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_4388,Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,NA,NA,NA
ASV_4389,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4390,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV_4391,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV_4392,Bacteria,RCP2-54,NA,NA,NA,NA,NA
ASV_4393,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA
ASV_4394,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
ASV_4395,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
ASV_4396,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_4397,Bacteria,Chloroflexi,NA,NA,NA,NA,NA
ASV_4398,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_4399,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4400,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,NA
ASV_4401,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA,NA
ASV_4402,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,NA
ASV_4403,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV_4404,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,NA
ASV_4405,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_4407,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_4408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV_4409,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,NA
ASV_4410,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_4411,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_4412,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
ASV_4413,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
ASV_4414,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
ASV_4415,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,NA
ASV_4416,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA
ASV_4417,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia,NA
